2023-05-27 10:31:23.268395,2
2023-05-27 16:23:38.373914,6
2023-05-27 16:23:46.745539,4
2023-05-27 16:25:21.665162,1
2023-05-27 16:26:02.500132,2
2023-05-27 16:26:22.718183,14
2023-05-27 16:26:47.387847,9
2023-05-27 16:27:44.981989,0
2023-05-27 16:28:15.789235,1
2023-05-27 16:30:03.946681,1
2023-05-27 16:30:26.672545,9
2023-05-27 16:30:55.812336,5
2023-05-27 16:32:58.699939,1
2023-05-27 16:33:16.033303,1
2023-05-27 16:34:44.589689,1
2023-05-27 16:35:55.014042,8
2023-05-27 16:38:25.534174,0
2023-05-27 16:38:46.582969,0
2023-05-27 18:21:58.997521,4
2023-05-27 18:36:27.657573,4
2023-05-27 18:39:07.099695,0
2023-05-27 18:41:15.660651,0
2023-05-27 18:41:26.412220,3
2023-05-27 18:41:28.376865,1
2023-05-27 18:46:01.483313,2
2023-05-27 20:50:44.973502,5
2023-05-27 20:50:57.180207,4
2023-05-27 20:51:16.504770,11
2023-05-27 20:56:05.618575,3
2023-05-27 20:56:20.409494,5
2023-05-27 20:56:26.399718,1
2023-05-27 20:56:55.670068,8
2023-05-27 20:57:20.476823,9
2023-05-27 20:58:04.927126,4
2023-05-27 20:59:23.089280,8
2023-05-27 21:00:00.737165,4
2023-05-27 21:00:23.935045,8
2023-05-27 21:00:56.561827,10
2023-05-27 21:01:53.757386,6
2023-05-27 21:03:46.889256,4
2023-05-27 21:04:12.077869,9
2023-05-27 21:04:18.350057,1
2023-05-27 21:04:39.109659,5
2023-05-27 21:04:53.348603,4
2023-05-27 21:05:02.210538,2
2023-05-27 21:05:16.383464,3
2023-05-28 01:18:48.695863,4
2023-05-28 01:21:39.284479,1
2023-05-28 01:25:49.230799,1
2023-05-28 01:26:18.320921,8
2023-05-28 01:26:29.571166,1
2023-05-28 01:26:36.596935,2
2023-05-28 01:26:53.634464,4
2023-05-28 01:27:04.683822,4
2023-05-28 01:27:49.195086,2
2023-05-28 01:28:28.672045,8
2023-05-28 01:28:43.027290,2
2023-05-28 01:28:53.175950,2
2023-05-28 01:29:07.919247,7
2023-05-28 17:08:20.924180,1
2023-05-28 17:08:40.767482,5
2023-05-28 17:08:57.586439,6
2023-05-28 17:10:04.844977,2
2023-05-28 17:10:22.150357,6
2023-05-28 17:11:09.856202,1
2023-05-28 17:11:14.820250,1
2023-05-28 17:14:59.612731,1
2023-05-28 17:15:23.705983,1
2023-05-28 17:18:28.951729,1
2023-05-28 19:33:18.428098,10
2023-05-28 19:33:26.877603,2
2023-05-28 19:33:57.349286,4
2023-05-28 21:33:09.534690,4
2023-05-28 21:39:56.365307,5
2023-05-28 21:40:07.862110,4
2023-05-28 21:40:26.743970,6
2023-05-28 21:40:35.581529,3
2023-05-28 21:41:02.671268,8
2023-05-28 21:42:40.363352,10
2023-05-28 21:43:12.886030,9
2023-05-28 22:08:36.624927,4
2023-05-28 22:10:12.773351,2
2023-05-28 22:10:55.207345,2
2023-05-28 22:11:12.536933,7
2023-05-28 22:11:31.683529,2
2023-05-28 22:11:43.962131,7
2023-05-28 22:17:58.472238,7
2023-05-28 22:18:10.744250,4
2023-05-28 22:18:29.457611,8
